ID,CNAE,DESCRICAO
1299,94.91-0/00,ATIVIDADES DE ORGANIZAÇÕES RELIGIOSAS OU FILOSÓFICAS
1300,94.92-8/00,ATIVIDADES DE ORGANIZAÇÕES POLÍTICAS
1301,94.93-6/00,ATIVIDADES DE ORGANIZAÇÕES ASSOCIATIVAS LIGADAS À CULTURA E À ARTE
1302,94.99-5/00,ATIVIDADES ASSOCIATIVAS NÃO ESPECIFICADAS ANTERIORMENTE
1303,95.11-8/00,REPARAÇÃO E MANUTENÇÃO DE COMPUTADORES E DE EQUIPAMENTOS PERIFÉRICOS
1304,95.12-6/00,REPARAÇÃO E MANUTENÇÃO DE EQUIPAMENTOS DE COMUNICAÇÃO
1305,95.21-5/00,REPARAÇÃO E MANUTENÇÃO DE EQUIPAMENTOS ELETROELETRÔNICOS DE USO PESSOAL E DOMÉSTICO
1306,95.29-1/01,"REPARAÇÃO DE CALÇADOS, DE BOLSAS E ARTIGOS DE VIAGEM"
1307,95.29-1/02,CHAVEIROS
1308,95.29-1/03,REPARAÇÃO DE RELÓGIOS
1309,95.29-1/04,"REPARAÇÃO DE BICICLETAS, TRICICLOS E OUTROS VEÍCULOS NÃO MOTORIZADOS"
1310,95.29-1/05,REPARAÇÃO DE ARTIGOS DO MOBILIÁRIO
1311,95.29-1/06,REPARAÇÃO DE JÓIAS
1312,95.29-1/99,REPARAÇÃO E MANUTENÇÃO DE OUTROS OBJETOS E EQUIPAMENTOS PESSOAIS E DOMÉSTICOS NÃO ESPECIFICADOS ANTERIORMENTE
1313,96.01-7/01,LAVANDERIAS
1314,96.01-7/02,TINTURARIAS
1315,96.01-7/03,TOALHEIROS
1316,96.02-5/01,"CABELEIREIROS, MANICURE E PEDICURE"
1317,96.02-5/02,ATIVIDADES DE ESTÉTICA E OUTROS SERVIÇOS DE CUIDADOS COM A BELEZA
1318,96.03-3/01,GESTÃO E MANUTENÇÃO DE CEMITÉRIOS
1319,96.03-3/02,SERVIÇOS DE CREMAÇÃO
1320,96.03-3/03,SERVIÇOS DE SEPULTAMENTO
1321,96.03-3/04,SERVIÇOS DE FUNERÁRIAS
1322,96.03-3/05,SERVIÇOS DE SOMATOCONSERVAÇÃO
1323,96.03-3/99,ATIVIDADES FUNERÁRIAS E SERVIÇOS RELACIONADOS NÃO ESPECIFICADOS ANTERIORMENTE
1324,96.09-2/02,AGÊNCIAS MATRIMONIAIS
1325,96.09-2/04,EXPLORAÇÃO DE MÁQUINAS DE SERVIÇOS PESSOAIS ACIONADAS POR MOEDA
1326,96.09-2/05,ATIVIDADES DE SAUNA E BANHOS
1327,96.09-2/06,SERVIÇOS DE TATUAGEM E COLOCAÇÃO DE PIERCING
1328,96.09-2/07,ALOJAMENTO DE ANIMAIS DOMÉSTICOS
1329,96.09-2/08,HIGIENE E EMBELEZAMENTO DE ANIMAIS DOMÉSTICOS
1330,96.09-2/99,OUTRAS ATIVIDADES DE SERVIÇOS PESSOAIS NÃO ESPECIFICADAS ANTERIORMENTE
1331,97.00-5/00,SERVIÇOS DOMÉSTICOS
1332,99.00-8/00,ORGANISMOS INTERNACIONAIS E OUTRAS INSTITUIÇÕES EXTRATERRITORIAIS
